date,mels_S,lig_S,mels_N,hvac_N,hvac_S
2018-01-07 15:00:00,1.162499994,0.2500000075,7.775000036,35.75,22.3
2018-01-07 15:30:00,1.024999976,0.210000004,8.047499895,36.05,20.15
2018-01-07 16:00:00,1.49999997,0.200000003,7.9449996945,35.5,18.0
2018-01-07 16:30:00,1.762499958,0.200000003,7.037499845,35.79,17.445
2018-01-07 17:00:00,1.612499982,0.200000003,4.387499988,35.5,20.4
2018-01-07 17:30:00,1.699999988,0.2250000055,2.4500000475,35.995000000000005,20.545
2018-01-07 18:00:00,1.59791669,0.2979166785,2.5291667675,36.095,16.9
2018-01-07 18:30:00,1.589583355,0.2895833445,3.0458334585,35.54,17.85
2018-01-07 19:00:00,1.5812500195,0.2812500105,3.5625001485,36.2,21.450000000000003
2018-01-07 19:30:00,1.572916684,0.2729166765,4.0791668395,36.895,20.75
